Date,Open,High,Low,Close,Adj Close,Volume
2019-01-14,115.258125,119.235184,115.248566,118.374763,92.751945,11546166
2019-01-21,117.877632,129.063095,116.195030,128.078400,100.355186,46177133
2019-01-28,127.246651,129.455063,126.749519,128.202682,100.452568,24670642
2019-02-04,128.126190,130.640533,126.309753,127.829826,100.160408,22880622
2019-02-11,128.384323,132.112808,128.021027,131.959854,104.601196,18094545
2019-02-18,131.749527,133.250473,131.185471,133.126190,105.525681,13847680
2019-02-25,133.843216,134.311661,131.663483,133.078400,105.487831,15975871
2019-03-04,133.833649,133.919693,127.705544,129.149139,102.373184,19411564
2019-03-11,130.047806,134.158707,129.866150,133.298279,105.662132,21923637
2019-03-18,133.680695,135.869980,132.619507,133.317398,105.677254,18705513
2019-03-25,132.944550,135.009567,132.265778,134.894836,106.927643,14912821
2019-04-01,135.286804,137.877625,135.286804,136.978973,108.579697,15243568
2019-04-08,136.730408,138.087952,135.602295,138.001907,109.390572,14304677
2019-04-15,138.049713,138.996170,130.267685,134.158707,106.344124,28650567
2019-04-22,133.288712,135.095596,131.653915,133.307846,105.669693,17741206
2019-04-29,133.030594,135.573608,132.581268,134.082214,106.283516,17543616
2019-05-06,132.217972,134.502869,126.596558,129.369019,102.547493,20406728
2019-05-13,127.418739,130.124283,125.200768,128.412994,102.998795,17181387
2019-05-20,127.657745,131.032501,124.703636,126.462715,101.434494,16272936
2019-05-27,126.319313,126.806885,121.271507,121.405357,97.378036,15552974
2019-06-03,121.510513,128.795410,121.472275,127.447418,102.224319,16938191
2019-06-10,128.470367,130.458893,128.021027,129.206497,103.635239,14353108
2019-06-17,129.435944,133.403442,128.776291,133.078400,106.740868,16580041
2019-06-24,133.078400,133.986618,131.778198,131.835571,105.744003,16291973
2019-07-01,133.460800,135.583176,133.154877,135.162521,108.412521,10305714
2019-07-08,134.847031,136.634796,133.011475,136.462708,109.455399,13800400
2019-07-15,136.606125,144.913956,135.707458,143.097519,114.777107,33357568
2019-07-22,143.556412,145.258133,141.854691,144.703629,116.065346,17566106
2019-07-29,144.464630,146.223709,139.187378,140.774384,112.913734,23929132
2019-08-05,138.604202,138.718933,129.397705,130.143402,104.386734,29939867
2019-08-12,129.694077,130.564056,124.521988,127.877632,103.777931,21412770
2019-08-19,128.948380,130.334610,123.164436,123.871895,100.527107,17261824
2019-08-26,125.286804,130.086044,123.479927,129.569794,105.151176,16953464
2019-09-02,128.919693,135.468445,127.466537,134.388138,109.061462,13246753
2019-09-09,134.407272,139.063095,134.282990,137.351822,111.466621,18606248
2019-09-16,136.290634,138.652008,134.330780,135.640533,110.077843,15824515
2019-09-23,134.980881,138.709366,134.378586,136.940720,111.132980,12805969
2019-09-30,137.409180,140.869980,133.059280,136.701721,110.939034,16351491
2019-10-07,136.003830,138.145309,132.170166,136.481842,110.760574,14500907
2019-10-14,136.051620,137.399612,126.434036,128.193115,104.033943,35150726
2019-10-21,126.778206,129.952194,125.143402,129.483749,105.081352,20141986
2019-10-28,130.019119,130.621414,127.342255,129.569794,105.151176,16884219
2019-11-04,130.248566,133.021027,130.172089,131.558319,106.764946,17970175
2019-11-11,131.166351,131.166351,127.466537,128.489487,105.506065,16763928
2019-11-18,128.393875,129.426392,126.912048,128.432129,105.458961,17767774
2019-11-25,128.556412,130.162521,127.179733,128.537292,105.545319,12018017
2019-12-02,128.537292,128.585083,124.942642,127.361374,104.579735,18067035
2019-12-09,127.485657,129.694077,127.399620,128.307846,105.356911,18578320
2019-12-16,129.005737,130.420654,127.590820,129.627151,106.440231,20958179
2019-12-23,129.808792,130.162521,128.690247,129.321228,106.189011,9296011
2019-12-30,129.254303,129.942642,126.577438,128.432129,105.458961,14035960
2020-01-06,127.552582,131.806885,127.342255,130.678772,107.303726,17623322
2020-01-13,129.521988,132.246658,129.130020,132.227539,108.575455,22177396
2020-01-20,131.749527,139.378586,131.548752,134.378586,110.341751,36560315
2020-01-27,132.409180,137.715103,129.034424,137.409180,112.830238,36321828
2020-02-03,137.906311,151.768646,137.571701,146.663483,120.429192,45729446
2020-02-10,146.242828,148.757172,143.183563,144.072662,119.537125,24510500
2020-02-17,143.202682,145.210327,142.294449,143.250473,118.854958,13067991
2020-02-24,139.110901,141.539200,120.803062,124.426384,103.236603,40273405
2020-03-02,125.000000,130.114716,119.043976,122.112808,101.317039,36676316
2020-03-09,114.875717,119.388145,96.376671,103.202675,85.627281,58188457
2020-03-16,93.690247,102.686424,90.544930,91.195030,75.664558,49728723
2020-03-23,90.439774,108.173996,86.577438,103.279160,85.690758,41770754
2020-03-30,103.336517,108.804970,99.923515,101.663483,84.350212,30217057
2020-04-06,105.497131,117.514343,105.286804,116.156792,96.375328,24439058
2020-04-13,116.281075,119.674950,109.388145,114.837479,95.280685,28523688
2020-04-20,113.910133,119.502869,107.131927,119.235184,98.929459,43392996
2020-04-27,120.038239,123.623329,116.051628,116.510513,96.668808,27740758
2020-05-04,115.506691,118.852776,114.139580,117.581261,97.557198,22172062
2020-05-11,116.453156,118.852776,106.892921,111.835564,94.034416,25363722
2020-05-18,114.608032,117.084129,112.418739,113.183556,95.167854,20364783
2020-05-25,115.965584,121.386230,115.688339,119.407265,100.400932,24101932
2020-06-01,119.158699,128.326965,118.575523,126.252388,106.156494,20423150
2020-06-08,126.453156,129.904404,112.657745,116.548759,97.997414,35023010
2020-06-15,113.948372,121.892921,113.087952,117.084129,98.447571,26021342
2020-06-22,116.749519,117.495216,110.783936,112.036331,94.203247,36649540
2020-06-29,112.791588,116.080307,112.208412,114.435944,96.220894,17239963
2020-07-06,115.917786,116.491394,110.133842,113.145317,95.135696,23602990
2020-07-13,114.512428,120.105164,112.734222,119.608032,100.569733,22984803
2020-07-20,120.525810,126.357552,119.636711,120.258125,101.116348,43127522
2020-07-27,119.369026,120.783936,115.764816,117.533463,98.825371,20930042
2020-08-03,118.068832,121.175911,116.778206,119.464630,100.449142,18493177
2020-08-10,119.904396,124.732315,118.460800,119.760994,102.016815,19491059
2020-08-17,119.741875,120.066925,116.931168,117.743790,100.298508,16665604
2020-08-24,118.346077,121.242828,117.934990,119.569794,101.853958,17739219
