Date,Open,High,Low,Close,Adj Close,Volume
2019-01-14,53.973499,55.417599,53.674999,54.912998,54.912998,63966000
2019-01-21,54.400002,54.700001,52.987499,54.549500,54.549500,101218000
2019-01-28,54.005501,56.250000,52.793251,55.537498,55.537498,131728000
2019-02-04,55.632999,57.349998,54.299999,54.752998,54.752998,227098000
2019-02-11,54.847500,56.736500,54.643002,55.682499,55.682499,122430000
2019-02-18,55.500000,56.170502,54.625999,55.518501,55.518501,91976000
2019-02-25,55.799999,57.148499,54.995998,57.049500,57.049500,136912000
2019-03-04,57.349499,58.480499,56.165001,57.116001,57.116001,127350000
2019-03-11,57.222500,60.046501,57.222500,59.223000,59.223000,176056000
2019-03-18,59.165001,61.589500,58.871052,60.275002,60.275002,159178000
2019-03-25,59.846500,60.319901,57.968498,58.665501,58.665501,140596000
2019-04-01,59.205002,60.814999,59.099998,60.357498,60.357498,99038000
2019-04-08,60.394501,60.917500,59.653999,60.893501,60.893501,82096000
2019-04-15,60.900002,62.099998,60.455502,61.818501,61.818501,91948000
2019-04-22,61.799500,63.653500,61.415501,63.609001,63.609001,109894000
2019-04-29,63.700001,64.463501,57.750099,59.270000,59.270000,305422000
2019-05-06,58.313000,59.542500,57.125000,58.213501,58.213501,138496000
2019-05-13,57.098000,59.408001,55.833302,58.115002,58.115002,174530000
2019-05-20,57.224998,57.925999,56.461201,56.673500,56.673500,114770000
2019-05-27,56.700001,57.579350,55.008999,55.181499,55.181499,107258000
2019-06-03,53.275002,53.546001,51.250000,53.301998,53.301998,272762000
2019-06-10,53.648998,55.099499,53.376999,54.267502,54.267502,122622000
2019-06-17,54.313999,56.205502,54.313999,56.094002,56.094002,137534000
2019-06-24,55.980499,56.099998,53.612000,54.045502,54.045502,149018000
2019-07-01,54.900002,56.644001,54.685150,56.579498,56.579498,89184000
2019-07-08,56.258499,57.653500,55.358501,57.244999,57.244999,116716000
2019-07-15,57.342999,57.929001,56.480999,56.505001,56.505001,125010000
2019-07-22,56.672501,63.277500,56.046001,62.520500,62.520500,220012000
2019-07-29,62.052502,62.368500,59.446999,59.699501,59.699501,174922000
2019-08-05,58.501999,60.250500,57.007000,59.400501,59.400501,165698000
2019-08-12,58.960499,60.238998,58.027000,58.880001,58.880001,128162000
2019-08-19,59.504501,60.349499,57.387501,57.564499,57.564499,110446000
2019-08-26,57.862999,59.924999,57.647999,59.404999,59.404999,106470000
2019-09-02,58.851501,60.652000,58.160000,60.246498,60.246498,100580000
2019-09-09,60.200001,62.092999,59.631001,61.978001,61.978001,141326000
2019-09-16,61.476002,62.222000,60.826500,61.496498,61.496498,128190000
2019-09-23,61.299999,62.415001,60.504501,61.254501,61.254501,139810000
2019-09-30,61.048500,61.561501,58.121498,60.450001,60.450001,141526000
2019-10-07,60.220001,61.419498,59.450500,60.772499,60.772499,97384000
2019-10-14,60.617001,63.166248,60.588001,62.274502,62.274502,112980000
2019-10-21,62.612999,63.480000,62.029999,63.256500,63.256500,104074000
2019-10-28,63.772499,64.965500,62.542149,63.687000,63.687000,180686000
2019-11-04,63.822498,66.186996,63.817749,65.568497,65.568497,144362000
2019-11-11,65.158997,66.744003,64.675499,66.743500,66.743500,118012000
2019-11-18,66.611000,66.776451,64.557503,64.766998,64.766998,128928000
2019-11-25,64.959000,65.917999,64.906502,65.248001,65.248001,73770000
2019-12-02,65.050003,67.199997,63.950001,67.030998,67.030998,134394000
2019-12-09,66.902000,67.972504,66.802002,67.391502,67.391502,122588000
2019-12-16,67.824997,68.250000,67.449249,67.479500,67.479500,191176000
2019-12-23,67.793503,68.226501,67.139000,67.594498,67.594498,58730000
2019-12-30,67.500000,68.625000,66.454247,68.032997,68.032997,92114000
2020-01-06,67.500000,71.746452,67.500000,71.486504,71.486504,161692000
2020-01-13,71.806503,74.064751,71.301003,74.019501,74.019501,161276000
2020-01-20,73.956001,75.160698,73.262497,73.335503,73.335503,135666000
2020-01-27,71.550003,73.506500,71.059998,71.711502,71.711502,163338000
2020-02-03,73.099998,74.500000,71.315002,73.961502,73.961502,236154000
2020-02-10,73.716003,76.481499,73.716003,76.037003,76.037003,121188000
2020-02-17,75.750000,76.605301,74.022003,74.255501,74.255501,97966000
2020-02-24,71.305496,71.906998,63.549999,66.966499,66.966499,286304000
2020-03-02,67.580498,70.507500,63.052502,64.920502,64.920502,239380000
2020-03-09,60.264999,64.057503,55.665001,60.986500,60.986500,330242000
2020-03-16,54.799999,57.898499,51.863998,53.616001,53.616001,392004000
2020-03-23,53.066002,58.498501,50.676800,55.535500,55.535500,365006000
2020-03-30,56.251999,58.765499,53.990501,54.894001,54.894001,233660000
2020-04-06,56.900002,61.278500,56.547001,60.572498,60.572498,184050000
2020-04-13,60.459000,64.721497,59.379902,64.162498,64.162498,206980000
2020-04-20,63.549999,64.665497,60.485500,63.965500,63.965500,182934000
2020-04-27,64.800003,67.999496,61.610001,66.030502,66.030502,261738000
2020-05-04,65.411499,69.938004,64.949997,69.418503,69.418503,143108000
2020-05-11,68.914001,70.826500,66.195503,68.659500,68.659500,158522000
2020-05-18,68.087502,70.774498,67.712502,70.521004,70.521004,149056000
2020-05-25,71.863503,72.050003,69.564499,71.445999,71.445999,145190000
2020-06-01,70.919502,72.327599,70.236504,71.919502,71.919502,139412000
2020-06-08,71.116997,73.712952,69.301003,70.658997,70.658997,165526000
2020-06-15,69.540001,73.000000,69.396004,71.585999,71.585999,190050000
2020-06-22,71.449997,73.797050,67.599503,67.995003,67.995003,204528000
2020-06-29,67.908997,74.147499,67.350502,73.235001,73.235001,149738000
2020-07-06,74.002998,77.191498,73.642998,77.086998,77.086998,151030000
2020-07-13,77.500000,78.856598,74.175003,75.777496,75.777496,160362000
2020-07-20,75.763000,79.349503,74.419998,75.593498,75.593498,137542000
2020-07-27,75.779999,77.048500,72.701500,74.148003,74.148003,183320000
2020-08-03,74.332001,75.842247,72.932503,74.724503,74.724503,195728000
2020-08-10,74.359001,76.862503,73.653999,75.386497,75.386497,139814000
2020-08-17,75.733498,79.886002,75.398499,79.021004,79.021004,164388000
2020-08-24,79.698997,82.960999,79.028503,82.220497,82.220497,220220000
2020-08-31,82.394501,86.658997,77.380653,79.552002,79.552002,237526000
2020-09-07,76.675499,79.204048,74.867996,76.036003,76.036003,152026000
