Date,Open,High,Low,Close,Adj Close,Volume
2019-01-14,105.000000,107.900002,104.760002,107.709999,102.281120,65820600
2019-01-21,106.750000,107.879997,104.860001,107.169998,101.768326,112636000
2019-01-28,106.260002,106.480003,102.169998,102.779999,97.599586,201611200
2019-02-04,102.870003,107.269997,102.769997,105.669998,100.343941,130472100
2019-02-11,106.199997,108.300003,104.970001,108.220001,102.765404,110757200
2019-02-18,107.790001,111.199997,106.290001,110.970001,105.376816,96472600
2019-02-25,111.760002,113.239998,110.879997,112.529999,107.314522,119359500
2019-03-04,113.019997,113.250000,108.800003,110.510002,105.388145,111990700
2019-03-11,110.989998,117.250000,110.980003,115.910004,110.537880,173582600
2019-03-18,116.169998,120.820000,116.050003,117.050003,111.625038,160388500
2019-03-25,116.559998,118.709999,115.519997,117.940002,112.473801,119632800
2019-04-01,118.949997,120.430000,118.099998,119.889999,114.333397,99731100
2019-04-08,119.809998,120.980003,118.580002,120.949997,115.344284,83159600
2019-04-15,120.940002,123.519997,120.099998,123.370003,117.652115,77156300
2019-04-22,122.620003,131.369995,122.570000,129.889999,123.869957,132620000
2019-04-29,129.899994,130.699997,125.519997,128.899994,122.925812,119573700
2019-05-06,126.389999,128.559998,123.570000,127.129997,121.237846,146827400
2019-05-13,124.110001,130.460007,123.040001,128.070007,122.134300,139816600
2019-05-20,126.519997,128.240005,124.739998,126.239998,120.834747,92123900
2019-05-27,126.980003,128.000000,123.320000,123.680000,118.384354,89367900
2019-06-03,123.849998,132.250000,119.010002,131.399994,125.773773,147636900
2019-06-10,132.399994,134.240005,130.710007,132.449997,126.778847,102505800
2019-06-17,132.630005,137.729996,132.529999,136.970001,131.105331,133967200
2019-06-24,137.000000,138.399994,132.729996,133.960007,128.224213,124214400
2019-07-01,136.630005,137.740005,134.970001,137.059998,131.191483,69621700
2019-07-08,136.399994,139.220001,135.369995,138.899994,132.952667,102201900
2019-07-15,139.440002,140.669998,134.669998,136.619995,130.770325,138962800
2019-07-22,137.410004,141.679993,137.330002,141.339996,135.288208,101242300
2019-07-29,141.500000,141.509995,135.080002,136.899994,131.038300,143400300
2019-08-05,133.300003,139.380005,130.779999,137.710007,131.813660,159824000
2019-08-12,137.070007,138.800003,132.250000,136.130005,130.301300,130689700
2019-08-19,137.850006,139.490005,132.800003,133.389999,128.103760,117702400
2019-08-26,134.990005,139.179993,133.550003,137.860001,132.396622,104916800
2019-09-02,136.610001,140.380005,135.699997,139.100006,133.587479,83791500
2019-09-09,139.589996,139.750000,134.509995,137.320007,131.878036,129776500
2019-09-16,135.830002,142.369995,135.660004,139.440002,133.914001,133467100
2019-09-23,139.229996,140.690002,136.029999,137.729996,132.271759,108228800
2019-09-30,138.050003,140.250000,133.220001,138.119995,132.646301,116299800
2019-10-07,137.139999,141.029999,135.619995,139.679993,134.144470,103704700
2019-10-14,139.690002,141.789993,136.559998,137.410004,131.964447,107485700
2019-10-21,138.449997,141.139999,135.610001,140.729996,135.152863,140342800
2019-10-28,144.399994,145.669998,142.649994,143.720001,138.024353,132099700
2019-11-04,144.830002,145.990005,143.199997,145.960007,140.175598,86257400
2019-11-11,145.339996,149.990005,144.729996,149.970001,144.026703,93138900
2019-11-18,150.070007,151.330002,148.460007,149.589996,143.661728,105644400
2019-11-25,150.000000,152.500000,149.919998,151.380005,145.875504,74202700
2019-12-02,151.809998,151.869995,146.649994,151.750000,146.232056,103331700
2019-12-09,151.070007,154.889999,150.330002,154.529999,148.910950,100477600
2019-12-16,155.110001,158.490005,153.750000,157.410004,151.686264,152135400
2019-12-23,158.119995,159.550003,157.119995,158.960007,153.179886,59640800
2019-12-30,158.990005,160.729996,156.449997,158.619995,152.852264,78456100
2020-01-06,157.080002,163.220001,156.509995,161.339996,155.473343,112305200
2020-01-13,161.759995,167.470001,161.259995,167.100006,161.023880,124758900
2020-01-20,166.679993,168.190002,164.449997,165.039993,159.038864,98254900
2020-01-27,161.149994,174.050003,160.199997,170.229996,164.040085,179472700
2020-02-03,170.429993,185.630005,170.399994,183.889999,177.203384,167007100
2020-02-10,183.580002,190.699997,181.850006,185.350006,178.610321,194512400
2020-02-17,185.610001,188.179993,177.250000,178.589996,172.096085,143224700
2020-02-24,167.770004,174.839996,152.000000,162.009995,156.545395,382778100
2020-03-02,165.309998,175.000000,156.000000,161.570007,156.120239,313160600
